date,atm_iv_slope_st,atm_iv_slope_lt,iv_otm_skew_st,iv_otm_skew_lt,pc_oi,pc_vol,otm_pc_oi_st,otm_pc_vol_st,otm_pc_oi_lt,otm_pc_vol_lt,otm_put_oi_pct_chg,otm_call_oi_pct_chg,otm_put_vol_pct_chg,otm_call_vol_pct_chg,otm_put_oi_ma,otm_call_oi_ma,otm_put_vol_ma,otm_call_vol_ma
2/17/2015,0.011050348,0.022499058,0.131558561,0.116314597,2.373573437,3.082737859,13.87291895,47.19285714,14.52253232,35.87862319,-0.006605127,-0.045629639,0.398975042,-0.870031959,0.97952462,0.247122237,0.746104529,0.072045717
2/18/2015,0.011606613,0.024509265,0.130435753,0.113445602,2.432443122,3.213640899,13.98675549,441.141994,15.39247124,2.952639517,0.01239588,0.00415611,0.389350892,8.967843632,0.998199468,0.272480858,1.040444799,0.723795658
2/19/2015,0.01185098,0.021069396,0.134105502,0.112887748,3.164567406,2.337367725,25.28734416,294.4893617,12.2324183,10.26627219,-0.619089784,-0.738190183,-0.747531126,-0.978619774,0.407268152,0.084955362,0.275597321,0.01820042
2/20/2015,0.010471892,0.021214855,0.121385548,0.107019914,3.134302248,2.762784319,72.51347118,10.87011349,17.93521156,86.0019685,0.053361739,-0.116438148,0.724616845,3.698224852,0.467719839,0.087614315,0.524322639,0.098829973
2/23/2015,0.010578432,0.020874536,0.127259998,0.104938901,3.172585648,4.350756152,60.89010989,248.0955285,20.9794222,3.713008937,-0.003083364,0.011389051,0.919893674,1.536523929,0.514834168,0.108027811,1.094226096,0.346482702
2/24/2015,0.011248189,0.021167838,0.118767844,0.103312096,3.096601479,2.657958389,71.82216436,435.4833333,18.03763265,10.88279302,0.035266752,-0.08001633,-0.133947224,-0.353028798,0.560087947,0.134082966,0.938434046,0.261594057
2/25/2015,0.012181322,0.021318616,0.120333117,0.10362065,3.119398196,1.706941967,70.81287274,22.71966019,17.79382478,28.70124481,0.040634117,0.004511501,-0.434014738,13.72179586,0.620912099,0.179265778,0.602010929,2.971543204
2/26/2015,0.010491079,0.021416647,0.125175217,0.10556715,2.917564215,4.393276916,48.65878489,4065.166667,15.60514735,3.452733119,0.004217849,1.342144014,0.630632437,-0.716277857,0.672239223,0.606025391,0.938371632,0.846094054
2/27/2015,0.011704153,0.021938485,0.115843589,0.105127864,2.879754594,4.04389343,48.63359029,356.6935484,7.489303144,16.97933071,0.048014865,0.205510672,-0.547548276,-0.796141479,0.769273834,1.148626387,0.515689855,0.247581644
3/2/2015,0.004983297,0.014918314,0.081004503,0.11164748,2.491280146,3.200553468,6.765739385,36.45454545,8.245041987,63.88089005,0.033519665,-0.190359466,0.24352672,-0.655700766,0.872877427,1.03715222,0.656797887,0.097713204
3/3/2015,0.005386424,0.014702518,0.084095805,0.111584842,2.574996427,1.468042985,5.649438202,149.1891892,8.00519292,29.56638246,0.010861027,0.053722402,-0.115588509,1.14921466,0.975741722,1.213875728,0.623035688,0.209856347
3/4/2015,0.00804558,0.016686491,0.084842036,0.1177692,2.434984715,1.465324799,6.38410596,0.744680851,6.766583886,41.38116883,-0.074815193,0.08538505,0.312659636,-0.062119367,1.02080349,1.466068019,0.914401242,0.240719031
